,subject_ids,Img1,Img2,Img3,round,CamNum,SD_card,choice
21,31428308,08_23_DEG_000001.JPG,08_23_DEG_000002.JPG,08_23_DEG_000003.JPG,1,NA,NA,SOMETHINGHERE
22,31428309,08_23_DEG_000004.JPG,08_23_DEG_000005.JPG,08_23_DEG_000006.JPG,1,NA,NA,DEERWHITETAILED
23,31428311,08_23_DEG_000010.JPG,08_23_DEG_000011.JPG,08_23_DEG_000012.JPG,1,NA,NA,NOTHINGHERE
24,31428313,09_25_WF_000001.JPG,09_25_WF_000002.JPG,09_25_WF_000003.JPG,1,NA,NA,DEERWHITETAILED
25,31428314,09_25_WF_000004.JPG,09_25_WF_000005.JPG,09_25_WF_000006.JPG,1,NA,NA,SQUIRRELGRAY
26,31428315,11_13_BC_000002.JPG,11_13_BC_000001.JPG,11_13_BC_000003.JPG,1,NA,NA,DEERWHITETAILED
27,31428316,11_13_BC_000004.JPG,11_13_BC_000005.JPG,11_13_BC_000006.JPG,1,NA,NA,DEERWHITETAILED
28,31428317,11_13_BC_000007.JPG,11_13_BC_000008.JPG,11_13_BC_000009.JPG,1,NA,NA,NOTHINGHERE
29,31428318,11_13_BC_000010.JPG,11_13_BC_000011.JPG,11_13_BC_000012.JPG,1,NA,NA,NOTHINGHERE
30,31428321,11_13_BC_000019.JPG,11_13_BC_000020.JPG,11_13_BC_000021.JPG,1,NA,NA,SQUIRRELGRAY
31,31428322,11_13_BC_000022.JPG,11_13_BC_000023.JPG,11_13_BC_000024.JPG,1,NA,NA,SQUIRRELGRAY
32,31428324,11_13_BC_000028.JPG,11_13_BC_000029.JPG,11_13_BC_000030.JPG,1,NA,NA,SQUIRRELGRAY
33,31428325,11_13_BC_000031.JPG,11_13_BC_000032.JPG,11_13_BC_000033.JPG,1,NA,NA,SQUIRRELGRAY
34,31428326,11_13_BC_000034.JPG,11_13_BC_000035.JPG,11_13_BC_000036.JPG,1,NA,NA,SQUIRRELGRAY
35,31428327,11_13_BC_000037.JPG,11_13_BC_000038.JPG,11_13_BC_000039.JPG,1,NA,NA,NOTHINGHERE
36,31428328,11_13_BC_000040.JPG,11_13_BC_000041.JPG,11_13_BC_000042.JPG,1,NA,NA,SQUIRRELGRAY
37,31428330,11_13_BC_000046.JPG,11_13_BC_000047.JPG,11_13_BC_000048.JPG,1,NA,NA,PORCUPINE
38,31428331,11_13_BC_000049.JPG,11_13_BC_000050.JPG,11_13_BC_000051.JPG,1,NA,NA,PORCUPINE
39,31428332,11_13_BC_000052.JPG,11_13_BC_000053.JPG,11_13_BC_000054.JPG,1,NA,NA,SQUIRRELGRAY
40,31428334,11_13_BC_000058.JPG,11_13_BC_000059.JPG,11_13_BC_000060.JPG,1,NA,NA,NOTHINGHERE
41,31428335,11_13_BC_000061.JPG,11_13_BC_000062.JPG,11_13_BC_000063.JPG,1,NA,NA,SQUIRRELGRAY
42,31428337,11_13_BC_000067.JPG,11_13_BC_000068.JPG,11_13_BC_000069.JPG,1,NA,NA,SQUIRRELGRAY
43,31428339,11_13_BC_000073.JPG,11_13_BC_000074.JPG,11_13_BC_000075.JPG,1,NA,NA,PORCUPINE
44,31428340,11_13_BC_000076.JPG,11_13_BC_000077.JPG,11_13_BC_000078.JPG,1,NA,NA,SQUIRRELGRAY
45,31428341,11_13_BC_000079.JPG,11_13_BC_000080.JPG,11_13_BC_000081.JPG,1,NA,NA,SQUIRRELGRAY
46,31428342,11_13_BC_000082.JPG,11_13_BC_000083.JPG,11_13_BC_000084.JPG,1,NA,NA,PORCUPINE
47,31428343,11_13_BC_000085.JPG,11_13_BC_000086.JPG,11_13_BC_000087.JPG,1,NA,NA,NOTHINGHERE
48,31428344,11_13_BC_000088.JPG,11_13_BC_000089.JPG,11_13_BC_000090.JPG,1,NA,NA,SQUIRRELGRAY
49,31428345,11_13_BC_000091.JPG,11_13_BC_000092.JPG,11_13_BC_000093.JPG,1,NA,NA,SQUIRRELGRAY
50,31428346,11_13_BC_000094.JPG,11_13_BC_000095.JPG,11_13_BC_000096.JPG,1,NA,NA,SQUIRRELGRAY
51,31428348,11_13_BC_000100.JPG,11_13_BC_000101.JPG,11_13_BC_000102.JPG,1,NA,NA,SQUIRRELGRAY
52,31428349,11_13_BC_000103.JPG,11_13_BC_000104.JPG,11_13_BC_000105.JPG,1,NA,NA,NOTHINGHERE
53,31428350,11_13_BC_000106.JPG,11_13_BC_000107.JPG,11_13_BC_000108.JPG,1,NA,NA,NOTHINGHERE
54,31428351,11_13_BC_000109.JPG,11_13_BC_000110.JPG,11_13_BC_000111.JPG,1,NA,NA,SQUIRRELGRAY
55,31428353,11_13_BC_000115.JPG,11_13_BC_000116.JPG,11_13_BC_000117.JPG,1,NA,NA,PORCUPINE
56,31428354,11_13_BC_000121.JPG,11_13_BC_000122.JPG,11_13_BC_000123.JPG,1,NA,NA,SQUIRRELGRAY
57,31428356,11_13_BC_000127.JPG,11_13_BC_000128.JPG,11_13_BC_000129.JPG,1,NA,NA,NOTHINGHERE
58,31428357,11_13_BC_000130.JPG,11_13_BC_000131.JPG,11_13_BC_000132.JPG,1,NA,NA,SQUIRRELGRAY
59,31428358,11_13_BC_000133.JPG,11_13_BC_000134.JPG,11_13_BC_000135.JPG,1,NA,NA,SQUIRRELGRAY
60,31428359,11_13_BC_000136.JPG,11_13_BC_000137.JPG,11_13_BC_000138.JPG,1,NA,NA,NOTHINGHERE
61,31428360,11_13_BC_000139.JPG,11_13_BC_000140.JPG,11_13_BC_000141.JPG,1,NA,NA,TURKEY
62,31428362,11_13_BC_000145.JPG,11_13_BC_000146.JPG,11_13_BC_000147.JPG,1,NA,NA,BOBCAT
63,31428363,11_13_BC_000148.JPG,11_13_BC_000149.JPG,11_13_BC_000150.JPG,1,NA,NA,PORCUPINE
64,31428365,11_13_BC_000154.JPG,11_13_BC_000155.JPG,11_13_BC_000156.JPG,1,NA,NA,SQUIRRELGRAY
65,31428366,11_13_BC_000157.JPG,11_13_BC_000158.JPG,11_13_BC_000159.JPG,1,NA,NA,NOTHINGHERE
66,31428367,11_13_BC_000160.JPG,11_13_BC_000161.JPG,11_13_BC_000162.JPG,1,NA,NA,NOTHINGHERE
67,31428371,11_13_BC_000172.JPG,11_13_BC_000173.JPG,11_13_BC_000174.JPG,1,NA,NA,SQUIRRELGRAY
68,31428372,11_13_BC_000175.JPG,11_13_BC_000176.JPG,11_13_BC_000177.JPG,1,NA,NA,SQUIRRELGRAY
69,31428373,11_13_BC_000178.JPG,11_13_BC_000179.JPG,11_13_BC_000180.JPG,1,NA,NA,GROUSERUFFED
70,31428375,11_13_BC_000184.JPG,11_13_BC_000185.JPG,11_13_BC_000186.JPG,1,NA,NA,SQUIRRELGRAY
71,31428376,11_13_BC_000187.JPG,11_13_BC_000188.JPG,11_13_BC_000189.JPG,1,NA,NA,SQUIRRELGRAY
72,31428377,11_13_BC_000190.JPG,11_13_BC_000191.JPG,11_13_BC_000192.JPG,1,NA,NA,SQUIRRELGRAY
73,31428378,11_13_BC_000193.JPG,11_13_BC_000194.JPG,11_13_BC_000195.JPG,1,NA,NA,NOTHINGHERE
74,31428379,11_13_BC_000196.JPG,11_13_BC_000197.JPG,11_13_BC_000198.JPG,1,NA,NA,NOTHINGHERE
75,31428380,11_13_BC_000199.JPG,11_13_BC_000200.JPG,11_13_BC_000201.JPG,1,NA,NA,SQUIRRELGRAY
76,31428381,11_13_BC_000202.JPG,11_13_BC_000203.JPG,11_13_BC_000204.JPG,1,NA,NA,SQUIRRELGRAY
77,31428383,11_13_BC_000208.JPG,11_13_BC_000209.JPG,11_13_BC_000210.JPG,1,NA,NA,DEERWHITETAILED
78,31428384,11_13_BC_000211.JPG,11_13_BC_000212.JPG,11_13_BC_000213.JPG,1,NA,NA,DEERWHITETAILED
79,31428385,11_13_BC_000214.JPG,11_13_BC_000215.JPG,11_13_BC_000216.JPG,1,NA,NA,DEERWHITETAILED
80,31428386,11_13_BC_000217.JPG,11_13_BC_000218.JPG,11_13_BC_000219.JPG,1,NA,NA,DEERWHITETAILED
81,31428388,11_13_BC_000223.JPG,11_13_BC_000224.JPG,11_13_BC_000225.JPG,1,NA,NA,SQUIRRELGRAY
82,31428389,11_13_BC_000226.JPG,11_13_BC_000227.JPG,11_13_BC_000228.JPG,1,NA,NA,NOTHINGHERE
83,31428392,11_13_BC_000235.JPG,11_13_BC_000236.JPG,11_13_BC_000237.JPG,1,NA,NA,SOMETHINGHERE
84,31428394,11_13_BC_000241.JPG,11_13_BC_000242.JPG,11_13_BC_000243.JPG,1,NA,NA,SQUIRRELGRAY
85,31428395,11_13_BC_000244.JPG,11_13_BC_000245.JPG,11_13_BC_000246.JPG,1,NA,NA,NOTHINGHERE
86,31428396,11_13_BC_000247.JPG,11_13_BC_000248.JPG,11_13_BC_000249.JPG,1,NA,NA,NOTHINGHERE
87,31428397,11_13_BC_000250.JPG,11_13_BC_000251.JPG,11_13_BC_000252.JPG,1,NA,NA,SQUIRRELGRAY
88,31428398,11_13_BC_000253.JPG,11_13_BC_000254.JPG,11_13_BC_000255.JPG,1,NA,NA,SQUIRRELGRAY
89,31428399,11_13_BC_000256.JPG,11_13_BC_000257.JPG,11_13_BC_000258.JPG,1,NA,NA,SQUIRRELGRAY
90,31428400,11_13_BC_000259.JPG,11_13_BC_000260.JPG,11_13_BC_000261.JPG,1,NA,NA,SQUIRRELGRAY
91,31428401,11_13_BC_000262.JPG,11_13_BC_000263.JPG,11_13_BC_000264.JPG,1,NA,NA,NOTHINGHERE
92,31428402,11_13_BC_000265.JPG,11_13_BC_000266.JPG,11_13_BC_000267.JPG,1,NA,NA,NOTHINGHERE
93,31428403,11_13_BC_000268.JPG,11_13_BC_000269.JPG,11_13_BC_000270.JPG,1,NA,NA,NOTHINGHERE
94,31428404,11_13_BC_000271.JPG,11_13_BC_000272.JPG,11_13_BC_000273.JPG,1,NA,NA,NOTHINGHERE
95,31428405,11_13_BC_000274.JPG,11_13_BC_000275.JPG,11_13_BC_000276.JPG,1,NA,NA,NOTHINGHERE
96,31428406,11_13_BC_000277.JPG,11_13_BC_000278.JPG,11_13_BC_000279.JPG,1,NA,NA,NOTHINGHERE
97,31428407,11_13_BC_000280.JPG,11_13_BC_000281.JPG,11_13_BC_000282.JPG,1,NA,NA,NOTHINGHERE
98,31428408,11_13_BC_000283.JPG,11_13_BC_000284.JPG,11_13_BC_000285.JPG,1,NA,NA,NOTHINGHERE
99,31428411,14_22_DON_000007.JPG,14_22_DON_000008.JPG,14_22_DON_000009.JPG,1,NA,NA,NOTHINGHERE
100,31428412,14_22_DON_000010.JPG,14_22_DON_000011.JPG,14_22_DON_000012.JPG,1,NA,NA,NOTHINGHERE
101,31428414,14_22_DON_000016.JPG,14_22_DON_000017.JPG,14_22_DON_000018.JPG,1,NA,NA,DEERWHITETAILED
102,31428415,14_22_DON_000019.JPG,14_22_DON_000020.JPG,14_22_DON_000021.JPG,1,NA,NA,DEERWHITETAILED
103,31428416,14_22_DON_000022.JPG,14_22_DON_000023.JPG,14_22_DON_000024.JPG,1,NA,NA,NOTHINGHERE
104,31428417,14_22_DON_000025.JPG,14_22_DON_000026.JPG,14_22_DON_000027.JPG,1,NA,NA,DEERWHITETAILED
105,31428418,14_22_DON_000028.JPG,14_22_DON_000029.JPG,14_22_DON_000030.JPG,1,NA,NA,DEERWHITETAILED
106,31428419,14_22_DON_000031.JPG,14_22_DON_000032.JPG,14_22_DON_000033.JPG,1,NA,NA,DEERWHITETAILED
107,31428420,14_22_DON_000034.JPG,14_22_DON_000035.JPG,14_22_DON_000036.JPG,1,NA,NA,DEERWHITETAILED
108,31428421,14_22_DON_000037.JPG,14_22_DON_000038.JPG,14_22_DON_000039.JPG,1,NA,NA,DEERWHITETAILED
109,31428422,14_22_DON_000040.JPG,14_22_DON_000041.JPG,14_22_DON_000042.JPG,1,NA,NA,DEERWHITETAILED
110,31428423,14_22_DON_000043.JPG,14_22_DON_000044.JPG,14_22_DON_000045.JPG,1,NA,NA,NOTHINGHERE
111,31428424,14_22_DON_000046.JPG,14_22_DON_000047.JPG,14_22_DON_000048.JPG,1,NA,NA,DEERWHITETAILED
112,31428425,14_22_DON_000049.JPG,14_22_DON_000050.JPG,14_22_DON_000051.JPG,1,NA,NA,DEERWHITETAILED
113,31428426,14_22_DON_000052.JPG,14_22_DON_000053.JPG,14_22_DON_000054.JPG,1,NA,NA,DEERWHITETAILED
114,31428427,14_22_DON_000055.JPG,14_22_DON_000056.JPG,14_22_DON_000057.JPG,1,NA,NA,DEERWHITETAILED
115,31428428,14_22_DON_000058.JPG,14_22_DON_000059.JPG,14_22_DON_000060.JPG,1,NA,NA,DEERWHITETAILED
116,31428429,14_22_DON_000061.JPG,14_22_DON_000062.JPG,14_22_DON_000063.JPG,1,NA,NA,DEERWHITETAILED
117,31428431,14_22_DON_000067.JPG,14_22_DON_000068.JPG,14_22_DON_000069.JPG,1,NA,NA,DEERWHITETAILED
118,31428432,14_22_DON_000070.JPG,14_22_DON_000071.JPG,14_22_DON_000072.JPG,1,NA,NA,RACCOON
119,31428434,14_22_DON_000076.JPG,14_22_DON_000077.JPG,14_22_DON_000078.JPG,1,NA,NA,NOTHINGHERE
120,31428435,14_22_DON_000079.JPG,14_22_DON_000080.JPG,14_22_DON_000081.JPG,1,NA,NA,NOTHINGHERE
121,31428436,14_22_DON_000082.JPG,14_22_DON_000083.JPG,14_22_DON_000084.JPG,1,NA,NA,NOTHINGHERE
122,31428437,14_22_DON_000085.JPG,14_22_DON_000086.JPG,14_22_DON_000087.JPG,1,NA,NA,COYOTE
123,31428438,14_22_DON_000088.JPG,14_22_DON_000089.JPG,14_22_DON_000090.JPG,1,NA,NA,DEERWHITETAILED
124,31428439,14_22_DON_000091.JPG,14_22_DON_000092.JPG,14_22_DON_000093.JPG,1,NA,NA,NOTHINGHERE
125,31428440,14_22_DON_000094.JPG,14_22_DON_000095.JPG,14_22_DON_000096.JPG,1,NA,NA,DEERWHITETAILED
126,31428441,14_22_DON_000097.JPG,14_22_DON_000098.JPG,14_22_DON_000099.JPG,1,NA,NA,DEERWHITETAILED
127,31428443,14_22_DON_000103.JPG,14_22_DON_000104.JPG,14_22_DON_000105.JPG,1,NA,NA,NOTHINGHERE
128,31428444,14_22_DON_000106.JPG,14_22_DON_000107.JPG,14_22_DON_000108.JPG,1,NA,NA,DEERWHITETAILED
129,31428445,14_22_DON_000109.JPG,14_22_DON_000110.JPG,14_22_DON_000111.JPG,1,NA,NA,GROUSERUFFED
130,31428447,14_22_DON_000115.JPG,14_22_DON_000116.JPG,14_22_DON_000117.JPG,1,NA,NA,NOTHINGHERE
131,31428449,14_22_DON_000121.JPG,14_22_DON_000122.JPG,14_22_DON_000123.JPG,1,NA,NA,HUMAN
132,31428450,15_14_DEG_000002.JPG,15_14_DEG_000003.JPG,15_14_DEG_000001.JPG,1,NA,NA,DEERWHITETAILED
133,31428451,15_14_DEG_000004.JPG,15_14_DEG_000005.JPG,15_14_DEG_000006.JPG,1,NA,NA,DEERWHITETAILED
134,31428452,15_14_DEG_000007.JPG,15_14_DEG_000008.JPG,15_14_DEG_000009.JPG,1,NA,NA,DEERWHITETAILED
135,31428453,15_14_DEG_000010.JPG,15_14_DEG_000011.JPG,15_14_DEG_000012.JPG,1,NA,NA,DEERWHITETAILED
136,31428454,15_14_DEG_000013.JPG,15_14_DEG_000014.JPG,15_14_DEG_000015.JPG,1,NA,NA,HUMAN
137,31428455,15_14_DEG_000016.JPG,15_14_DEG_000017.JPG,15_14_DEG_000018.JPG,1,NA,NA,DEERWHITETAILED
138,31428456,15_14_DEG_000019.JPG,15_14_DEG_000020.JPG,15_14_DEG_000021.JPG,1,NA,NA,HUMAN
139,31428457,15_14_DEG_000022.JPG,15_14_DEG_000023.JPG,15_14_DEG_000024.JPG,1,NA,NA,DEERWHITETAILED
140,31428458,15_14_DEG_000025.JPG,15_14_DEG_000026.JPG,15_14_DEG_000027.JPG,1,NA,NA,DEERWHITETAILED
141,31428459,15_14_DEG_000028.JPG,15_14_DEG_000029.JPG,15_14_DEG_000030.JPG,1,NA,NA,NOTHINGHERE
142,31428461,15_14_DEG_000034.JPG,15_14_DEG_000035.JPG,15_14_DEG_000036.JPG,1,NA,NA,DEERWHITETAILED
143,31428462,15_14_DEG_000037.JPG,15_14_DEG_000038.JPG,15_14_DEG_000039.JPG,1,NA,NA,DEERWHITETAILED
144,31428463,15_14_DEG_000040.JPG,15_14_DEG_000041.JPG,15_14_DEG_000042.JPG,1,NA,NA,DEERWHITETAILED
145,31428464,15_14_DEG_000043.JPG,15_14_DEG_000044.JPG,NA,1,NA,NA,DEERWHITETAILED
146,31428466,15_14_DEG_000049.JPG,15_14_DEG_000050.JPG,15_14_DEG_000051.JPG,1,NA,NA,DEERWHITETAILED
147,31428469,15_14_DEG_000058.JPG,15_14_DEG_000059.JPG,15_14_DEG_000060.JPG,1,NA,NA,DEERWHITETAILED
148,31428470,15_14_DEG_000061.JPG,15_14_DEG_000062.JPG,15_14_DEG_000063.JPG,1,NA,NA,DEERWHITETAILED
149,31428471,15_14_DEG_000064.JPG,15_14_DEG_000065.JPG,15_14_DEG_000066.JPG,1,NA,NA,DEERWHITETAILED
150,31428472,15_14_DEG_000067.JPG,15_14_DEG_000068.JPG,15_14_DEG_000069.JPG,1,NA,NA,DEERWHITETAILED
151,31428473,15_14_DEG_000070.JPG,15_14_DEG_000071.JPG,15_14_DEG_000072.JPG,1,NA,NA,NOTHINGHERE
152,31428474,15_14_DEG_000073.JPG,15_14_DEG_000074.JPG,15_14_DEG_000075.JPG,1,NA,NA,DEERWHITETAILED
153,31428475,15_14_DEG_000076.JPG,15_14_DEG_000077.JPG,15_14_DEG_000078.JPG,1,NA,NA,DEERWHITETAILED
154,31428476,15_14_DEG_000079.JPG,15_14_DEG_000080.JPG,15_14_DEG_000081.JPG,1,NA,NA,DEERWHITETAILED
155,31428477,15_14_DEG_000082.JPG,15_14_DEG_000083.JPG,15_14_DEG_000084.JPG,1,NA,NA,DEERWHITETAILED
156,31428478,15_14_DEG_000085.JPG,15_14_DEG_000086.JPG,15_14_DEG_000087.JPG,1,NA,NA,DEERWHITETAILED
157,31428479,15_14_DEG_000088.JPG,15_14_DEG_000089.JPG,15_14_DEG_000090.JPG,1,NA,NA,DEERWHITETAILED
158,31428480,15_14_DEG_000091.JPG,15_14_DEG_000092.JPG,15_14_DEG_000093.JPG,1,NA,NA,DEERWHITETAILED
159,31428481,15_14_DEG_000094.JPG,15_14_DEG_000095.JPG,15_14_DEG_000096.JPG,1,NA,NA,DEERWHITETAILED
160,31428482,15_14_DEG_000097.JPG,15_14_DEG_000098.JPG,15_14_DEG_000099.JPG,1,NA,NA,DEERWHITETAILED
161,31428483,15_14_DEG_000100.JPG,15_14_DEG_000101.JPG,15_14_DEG_000102.JPG,1,NA,NA,DEERWHITETAILED
162,31428484,15_14_DEG_000103.JPG,15_14_DEG_000104.JPG,15_14_DEG_000105.JPG,1,NA,NA,DEERWHITETAILED
163,31428485,15_14_DEG_000106.JPG,15_14_DEG_000107.JPG,NA,1,NA,NA,COYOTE
164,31428486,15_14_DEG_000109.JPG,15_14_DEG_000110.JPG,15_14_DEG_000111.JPG,1,NA,NA,DEERWHITETAILED
165,31428487,15_14_DEG_000112.JPG,15_14_DEG_000113.JPG,15_14_DEG_000114.JPG,1,NA,NA,DEERWHITETAILED
166,31428489,15_14_DEG_000121.JPG,15_14_DEG_000122.JPG,15_14_DEG_000123.JPG,1,NA,NA,DEERWHITETAILED
167,31428490,15_14_DEG_000124.JPG,15_14_DEG_000125.JPG,15_14_DEG_000126.JPG,1,NA,NA,DEERWHITETAILED
168,31428491,15_14_DEG_000127.JPG,15_14_DEG_000128.JPG,15_14_DEG_000129.JPG,1,NA,NA,TURKEY
169,31428492,15_14_DEG_000130.JPG,15_14_DEG_000131.JPG,15_14_DEG_000132.JPG,1,NA,NA,SOMETHINGHERE
170,31428493,15_14_DEG_000133.JPG,15_14_DEG_000134.JPG,15_14_DEG_000135.JPG,1,NA,NA,DEERWHITETAILED
171,31428494,15_14_DEG_000139.JPG,15_14_DEG_000140.JPG,15_14_DEG_000141.JPG,1,NA,NA,DEERWHITETAILED
172,31428495,15_14_DEG_000142.JPG,15_14_DEG_000143.JPG,15_14_DEG_000144.JPG,1,NA,NA,DEERWHITETAILED
173,31428496,15_14_DEG_000145.JPG,15_14_DEG_000146.JPG,15_14_DEG_000147.JPG,1,NA,NA,DEERWHITETAILED
174,31428497,15_14_DEG_000148.JPG,15_14_DEG_000149.JPG,15_14_DEG_000150.JPG,1,NA,NA,NOTHINGHERE
175,31428498,15_14_DEG_000151.JPG,15_14_DEG_000152.JPG,15_14_DEG_000153.JPG,1,NA,NA,DEERWHITETAILED
176,31428500,15_14_DEG_000157.JPG,15_14_DEG_000158.JPG,15_14_DEG_000159.JPG,1,NA,NA,DEERWHITETAILED
177,31428501,15_14_DEG_000160.JPG,15_14_DEG_000161.JPG,15_14_DEG_000162.JPG,1,NA,NA,DEERWHITETAILED
178,31428502,15_14_DEG_000163.JPG,15_14_DEG_000164.JPG,15_14_DEG_000165.JPG,1,NA,NA,DEERWHITETAILED
179,31428503,15_14_DEG_000166.JPG,15_14_DEG_000167.JPG,15_14_DEG_000168.JPG,1,NA,NA,NOTHINGHERE
180,31428504,15_14_DEG_000169.JPG,15_14_DEG_000170.JPG,15_14_DEG_000171.JPG,1,NA,NA,DEERWHITETAILED
181,31428505,15_14_DEG_000172.JPG,15_14_DEG_000173.JPG,15_14_DEG_000174.JPG,1,NA,NA,DEERWHITETAILED
182,31428506,15_14_DEG_000175.JPG,15_14_DEG_000176.JPG,15_14_DEG_000177.JPG,1,NA,NA,DEERWHITETAILED
183,31428507,15_14_DEG_000178.JPG,15_14_DEG_000179.JPG,15_14_DEG_000180.JPG,1,NA,NA,DEERWHITETAILED
184,31428508,15_14_DEG_000181.JPG,15_14_DEG_000182.JPG,15_14_DEG_000183.JPG,1,NA,NA,DEERWHITETAILED
185,31428509,15_14_DEG_000184.JPG,15_14_DEG_000185.JPG,15_14_DEG_000186.JPG,1,NA,NA,DEERWHITETAILED
186,31428510,15_14_DEG_000187.JPG,15_14_DEG_000188.JPG,15_14_DEG_000189.JPG,1,NA,NA,DEERWHITETAILED
187,31428511,15_14_DEG_000190.JPG,15_14_DEG_000191.JPG,15_14_DEG_000192.JPG,1,NA,NA,DEERWHITETAILED
188,31428512,15_14_DEG_000193.JPG,15_14_DEG_000194.JPG,15_14_DEG_000195.JPG,1,NA,NA,DEERWHITETAILED
189,31428514,15_14_DEG_000199.JPG,15_14_DEG_000200.JPG,15_14_DEG_000201.JPG,1,NA,NA,DEERWHITETAILED
190,31428515,15_14_DEG_000202.JPG,15_14_DEG_000203.JPG,15_14_DEG_000204.JPG,1,NA,NA,DEERWHITETAILED
191,31428516,15_14_DEG_000205.JPG,15_14_DEG_000206.JPG,15_14_DEG_000207.JPG,1,NA,NA,NOTHINGHERE
192,31428517,15_14_DEG_000208.JPG,15_14_DEG_000209.JPG,15_14_DEG_000210.JPG,1,NA,NA,DEERWHITETAILED
193,31428518,15_14_DEG_000211.JPG,15_14_DEG_000212.JPG,15_14_DEG_000213.JPG,1,NA,NA,NOTHINGHERE
194,31428519,15_14_DEG_000214.JPG,15_14_DEG_000215.JPG,15_14_DEG_000216.JPG,1,NA,NA,DEERWHITETAILED
195,31428521,15_14_DEG_000220.JPG,15_14_DEG_000221.JPG,15_14_DEG_000222.JPG,1,NA,NA,DEERWHITETAILED
196,31428522,15_14_DEG_000223.JPG,15_14_DEG_000224.JPG,15_14_DEG_000225.JPG,1,NA,NA,DEERWHITETAILED
197,31428523,15_14_DEG_000226.JPG,15_14_DEG_000227.JPG,15_14_DEG_000228.JPG,1,NA,NA,DEERWHITETAILED
198,31428524,15_14_DEG_000229.JPG,15_14_DEG_000230.JPG,15_14_DEG_000231.JPG,1,NA,NA,DEERWHITETAILED
199,31428525,15_14_DEG_000232.JPG,15_14_DEG_000233.JPG,15_14_DEG_000234.JPG,1,NA,NA,DEERWHITETAILED
200,31428526,15_14_DEG_000235.JPG,15_14_DEG_000236.JPG,15_14_DEG_000237.JPG,1,NA,NA,DEERWHITETAILED
201,31428527,15_14_DEG_000238.JPG,15_14_DEG_000239.JPG,15_14_DEG_000240.JPG,1,NA,NA,DEERWHITETAILED
202,31428528,15_14_DEG_000241.JPG,15_14_DEG_000242.JPG,15_14_DEG_000243.JPG,1,NA,NA,DEERWHITETAILED
203,31428529,17_24_BC_000001.JPG,17_24_BC_000002.JPG,17_24_BC_000003.JPG,1,NA,NA,DEERWHITETAILED
204,31428530,17_24_BC_000004.JPG,17_24_BC_000005.JPG,17_24_BC_000006.JPG,1,NA,NA,DEERWHITETAILED
205,31428531,17_24_BC_000007.JPG,17_24_BC_000008.JPG,17_24_BC_000009.JPG,1,NA,NA,DEERWHITETAILED
206,31428532,17_24_BC_000010.JPG,17_24_BC_000011.JPG,17_24_BC_000012.JPG,1,NA,NA,DEERWHITETAILED
